orders,productid,discounts,views_per_hour_prev_day,online_adv_prev_day,rain,temperature,day
15,98,0.17,328,2,1,10.87,2019-05-20
10,99,0.17,748,3,1,10.87,2019-05-20
23,100,0.22,497,10,1,10.87,2019-05-20
13,1,0.17,984,9,0,8.47,2019-05-21
23,2,0.15,903,6,0,8.47,2019-05-21
29,3,0.19,475,9,0,8.47,2019-05-21
4,4,0.2,400,5,0,8.47,2019-05-21
14,5,0.15,336,4,0,8.47,2019-05-21
25,6,0.19,959,9,0,8.47,2019-05-21
54,7,0.18,738,9,0,8.47,2019-05-21
12,8,0.2,52,3,0,8.47,2019-05-21
16,9,0.16,1003,2,0,8.47,2019-05-21
30,10,0.16,420,6,0,8.47,2019-05-21
11,11,0.07,879,1,0,8.47,2019-05-21
5,12,0.16,677,1,0,8.47,2019-05-21
23,13,0.14,932,10,0,8.47,2019-05-21
17,14,0.18,188,4,0,8.47,2019-05-21
11,15,0.19,142,2,0,8.47,2019-05-21
29,16,0.19,794,5,0,8.47,2019-05-21
6,17,0.12,328,1,0,8.47,2019-05-21
32,18,0.15,109,7,0,8.47,2019-05-21
12,19,0.18,629,9,0,8.47,2019-05-21
16,20,0.14,277,6,0,8.47,2019-05-21
17,21,0.14,754,3,0,8.47,2019-05-21
16,22,0.18,450,7,0,8.47,2019-05-21
11,23,0.17,83,3,0,8.47,2019-05-21
18,24,0.14,353,6,0,8.47,2019-05-21
11,25,0.11,416,5,0,8.47,2019-05-21
23,26,0.14,150,5,0,8.47,2019-05-21
20,27,0.19,795,8,0,8.47,2019-05-21
30,28,0.23,238,6,0,8.47,2019-05-21
8,29,0.12,771,6,0,8.47,2019-05-21
19,30,0.22,655,7,0,8.47,2019-05-21
19,31,0.21,817,2,0,8.47,2019-05-21
22,32,0.17,341,8,0,8.47,2019-05-21
13,33,0.18,776,5,0,8.47,2019-05-21
16,34,0.14,198,9,0,8.47,2019-05-21
10,35,0.21,761,9,0,8.47,2019-05-21
16,36,0.17,709,4,0,8.47,2019-05-21
14,37,0.09,375,9,0,8.47,2019-05-21
42,38,0.17,336,1,0,8.47,2019-05-21
12,39,0.14,563,5,0,8.47,2019-05-21
23,40,0.18,214,6,0,8.47,2019-05-21
5,41,0.11,814,6,0,8.47,2019-05-21
23,42,0.16,394,7,0,8.47,2019-05-21
7,43,0.18,191,9,0,8.47,2019-05-21
13,44,0.11,537,4,0,8.47,2019-05-21
19,45,0.17,885,1,0,8.47,2019-05-21
7,46,0.14,1005,2,0,8.47,2019-05-21
19,47,0.15,518,3,0,8.47,2019-05-21
9,48,0.17,470,6,0,8.47,2019-05-21
11,49,0.18,271,2,0,8.47,2019-05-21
20,50,0.17,643,7,0,8.47,2019-05-21
11,51,0.13,634,10,0,8.47,2019-05-21
3,52,0.17,96,5,0,8.47,2019-05-21
97,53,0.18,161,4,0,8.47,2019-05-21
18,54,0.17,340,7,0,8.47,2019-05-21
29,55,0.13,852,8,0,8.47,2019-05-21
9,56,0.16,843,2,0,8.47,2019-05-21
14,57,0.16,561,4,0,8.47,2019-05-21
47,58,0.15,196,4,0,8.47,2019-05-21
20,59,0.13,827,5,0,8.47,2019-05-21
7,60,0.16,818,7,0,8.47,2019-05-21
11,61,0.15,82,7,0,8.47,2019-05-21
14,62,0.19,254,8,0,8.47,2019-05-21
138,63,0.11,472,3,0,8.47,2019-05-21
5,64,0.15,513,3,0,8.47,2019-05-21
14,65,0.19,502,4,0,8.47,2019-05-21
9,66,0.15,844,7,0,8.47,2019-05-21
5,67,0.15,259,6,0,8.47,2019-05-21
41,68,0.11,208,4,0,8.47,2019-05-21
10,69,0.15,729,2,0,8.47,2019-05-21
11,70,0.17,911,5,0,8.47,2019-05-21
16,71,0.17,1000,6,0,8.47,2019-05-21
8,72,0.15,70,6,0,8.47,2019-05-21
22,73,0.16,252,7,0,8.47,2019-05-21
17,74,0.2,555,5,0,8.47,2019-05-21
3,75,0.13,460,3,0,8.47,2019-05-21
33,76,0.17,110,4,0,8.47,2019-05-21
40,77,0.11,913,5,0,8.47,2019-05-21
22,78,0.17,990,8,0,8.47,2019-05-21
5,79,0.08,643,6,0,8.47,2019-05-21
24,80,0.18,129,6,0,8.47,2019-05-21
11,81,0.16,140,6,0,8.47,2019-05-21
7,82,0.1,345,6,0,8.47,2019-05-21
59,83,0.13,86,6,0,8.47,2019-05-21
25,84,0.16,268,6,0,8.47,2019-05-21
8,85,0.17,471,1,0,8.47,2019-05-21
9,86,0.22,207,9,0,8.47,2019-05-21
10,87,0.18,516,5,0,8.47,2019-05-21
19,88,0.13,454,10,0,8.47,2019-05-21
24,89,0.17,281,9,0,8.47,2019-05-21
18,90,0.17,631,3,0,8.47,2019-05-21
12,91,0.18,217,5,0,8.47,2019-05-21
8,92,0.21,668,7,0,8.47,2019-05-21
8,93,0.14,574,1,0,8.47,2019-05-21
6,94,0.21,375,7,0,8.47,2019-05-21
29,95,0.19,406,6,0,8.47,2019-05-21
23,96,0.2,464,5,0,8.47,2019-05-21
22,97,0.17,927,10,0,8.47,2019-05-21
15,98,0.21,290,3,0,8.47,2019-05-21
19,99,0.17,690,5,0,8.47,2019-05-21
7,100,0.11,499,6,0,8.47,2019-05-21
29,1,0.21,930,7,0,1.45,2019-05-22
30,2,0.14,960,1,0,1.45,2019-05-22
43,3,0.12,447,10,0,1.45,2019-05-22
10,4,0.11,393,3,0,1.45,2019-05-22
17,5,0.14,364,2,0,1.45,2019-05-22
33,6,0.14,954,7,0,1.45,2019-05-22
57,7,0.21,724,2,0,1.45,2019-05-22
10,8,0.2,53,10,0,1.45,2019-05-22
13,9,0.11,955,7,0,1.45,2019-05-22
25,10,0.23,447,5,0,1.45,2019-05-22
10,11,0.14,859,2,0,1.45,2019-05-22
14,12,0.22,645,3,0,1.45,2019-05-22
27,13,0.19,949,2,0,1.45,2019-05-22
15,14,0.16,192,9,0,1.45,2019-05-22
11,15,0.18,171,4,0,1.45,2019-05-22
21,16,0.18,740,1,0,1.45,2019-05-22
8,17,0.12,342,9,0,1.45,2019-05-22
17,18,0.16,133,8,0,1.45,2019-05-22
7,19,0.2,614,8,0,1.45,2019-05-22
20,20,0.1,286,3,0,1.45,2019-05-22
6,21,0.21,763,1,0,1.45,2019-05-22
32,22,0.06,448,10,0,1.45,2019-05-22
11,23,0.15,92,1,0,1.45,2019-05-22
18,24,0.14,346,4,0,1.45,2019-05-22
14,25,0.1,391,6,0,1.45,2019-05-22
27,26,0.13,149,5,0,1.45,2019-05-22
18,27,0.18,819,3,0,1.45,2019-05-22
18,28,0.14,228,6,0,1.45,2019-05-22
6,29,0.22,723,7,0,1.45,2019-05-22
8,30,0.22,700,10,0,1.45,2019-05-22
32,31,0.15,852,5,0,1.45,2019-05-22
18,32,0.15,319,9,0,1.45,2019-05-22
12,33,0.16,778,3,0,1.45,2019-05-22
3,34,0.06,183,1,0,1.45,2019-05-22
6,35,0.13,692,1,0,1.45,2019-05-22
13,36,0.15,684,5,0,1.45,2019-05-22
18,37,0.15,372,2,0,1.45,2019-05-22
50,38,0.17,310,2,0,1.45,2019-05-22
13,39,0.17,582,1,0,1.45,2019-05-22
17,40,0.24,228,1,0,1.45,2019-05-22
2,41,0.11,871,7,0,1.45,2019-05-22
23,42,0.11,359,1,0,1.45,2019-05-22
5,43,0.16,204,2,0,1.45,2019-05-22
11,44,0.13,519,4,0,1.45,2019-05-22
19,45,0.15,912,1,0,1.45,2019-05-22
5,46,0.12,962,5,0,1.45,2019-05-22
18,47,0.16,516,3,0,1.45,2019-05-22
4,48,0.12,424,2,0,1.45,2019-05-22
13,49,0.08,296,9,0,1.45,2019-05-22
22,50,0.13,681,2,0,1.45,2019-05-22
8,51,0.15,672,5,0,1.45,2019-05-22
3,52,0.15,95,4,0,1.45,2019-05-22
87,53,0.18,146,8,0,1.45,2019-05-22
30,54,0.14,311,7,0,1.45,2019-05-22
34,55,0.14,896,9,0,1.45,2019-05-22
11,56,0.15,879,9,0,1.45,2019-05-22
5,57,0.09,560,2,0,1.45,2019-05-22
49,58,0.13,205,2,0,1.45,2019-05-22
10,59,0.11,791,7,0,1.45,2019-05-22
14,60,0.11,866,3,0,1.45,2019-05-22
3,61,0.23,77,5,0,1.45,2019-05-22
17,62,0.14,242,8,0,1.45,2019-05-22
48,63,0.21,531,7,0,1.45,2019-05-22
2,64,0.14,468,4,0,1.45,2019-05-22
16,65,0.17,494,9,0,1.45,2019-05-22
10,66,0.17,876,2,0,1.45,2019-05-22
10,67,0.08,245,1,0,1.45,2019-05-22
27,68,0.15,192,3,0,1.45,2019-05-22
13,69,0.21,759,1,0,1.45,2019-05-22
14,70,0.18,936,1,0,1.45,2019-05-22
15,71,0.15,990,10,0,1.45,2019-05-22
10,72,0.21,68,10,0,1.45,2019-05-22
27,73,0.15,239,4,0,1.45,2019-05-22
22,74,0.13,559,10,0,1.45,2019-05-22
3,75,0.14,487,4,0,1.45,2019-05-22
40,76,0.2,94,5,0,1.45,2019-05-22
36,77,0.17,895,5,0,1.45,2019-05-22
28,78,0.19,975,2,0,1.45,2019-05-22
13,79,0.19,675,6,0,1.45,2019-05-22
64,80,0.12,169,10,0,1.45,2019-05-22
9,81,0.19,146,2,0,1.45,2019-05-22
2,82,0.17,315,5,0,1.45,2019-05-22
54,83,0.14,106,5,0,1.45,2019-05-22
25,84,0.15,295,6,0,1.45,2019-05-22
9,85,0.24,466,10,0,1.45,2019-05-22
6,86,0.15,224,10,0,1.45,2019-05-22
11,87,0.16,473,7,0,1.45,2019-05-22
21,88,0.13,462,8,0,1.45,2019-05-22
19,89,0.15,291,6,0,1.45,2019-05-22
22,90,0.11,617,10,0,1.45,2019-05-22
11,91,0.15,232,4,0,1.45,2019-05-22
8,92,0.17,713,2,0,1.45,2019-05-22
12,93,0.14,526,10,0,1.45,2019-05-22
7,94,0.2,368,2,0,1.45,2019-05-22
21,95,0.13,350,7,0,1.45,2019-05-22
18,96,0.14,521,10,0,1.45,2019-05-22
16,97,0.17,968,2,0,1.45,2019-05-22
12,98,0.14,296,3,0,1.45,2019-05-22
16,99,0.17,711,9,0,1.45,2019-05-22
13,100,0.14,487,5,0,1.45,2019-05-22
26,1,0.15,933,5,1,10.44,2019-05-23
19,2,0.09,935,2,1,10.44,2019-05-23
15,3,0.13,488,8,1,10.44,2019-05-23
13,4,0.18,407,6,1,10.44,2019-05-23
17,5,0.19,434,6,1,10.44,2019-05-23
21,6,0.25,1012,9,1,10.44,2019-05-23
50,7,0.15,723,2,1,10.44,2019-05-23
16,8,0.17,57,3,1,10.44,2019-05-23
12,9,0.08,961,3,1,10.44,2019-05-23
22,10,0.15,445,1,1,10.44,2019-05-23
3,11,0.18,931,5,1,10.44,2019-05-23
18,12,0.2,608,1,1,10.44,2019-05-23
16,13,0.19,960,7,1,10.44,2019-05-23
23,14,0.13,195,10,1,10.44,2019-05-23
32,15,0.17,145,9,1,10.44,2019-05-23
35,16,0.18,804,1,1,10.44,2019-05-23
4,17,0.18,319,5,1,10.44,2019-05-23
21,18,0.14,129,7,1,10.44,2019-05-23
20,19,0.12,614,10,1,10.44,2019-05-23
46,20,0.17,275,10,1,10.44,2019-05-23
6,21,0.23,754,2,1,10.44,2019-05-23
26,22,0.15,484,6,1,10.44,2019-05-23
2,23,0.2,77,9,1,10.44,2019-05-23
12,24,0.1,342,5,1,10.44,2019-05-23
17,25,0.16,339,5,1,10.44,2019-05-23
32,26,0.1,150,9,1,10.44,2019-05-23
14,27,0.16,844,3,1,10.44,2019-05-23
11,28,0.1,231,2,1,10.44,2019-05-23
10,29,0.13,697,8,1,10.44,2019-05-23
25,30,0.16,668,7,1,10.44,2019-05-23
15,31,0.19,852,8,1,10.44,2019-05-23
7,32,0.09,292,9,1,10.44,2019-05-23
19,33,0.19,827,5,1,10.44,2019-05-23
30,34,0.13,201,8,1,10.44,2019-05-23
11,35,0.15,737,4,1,10.44,2019-05-23
17,36,0.2,710,1,1,10.44,2019-05-23
9,37,0.14,343,8,1,10.44,2019-05-23
39,38,0.14,338,2,1,10.44,2019-05-23
8,39,0.17,587,5,1,10.44,2019-05-23
19,40,0.23,214,9,1,10.44,2019-05-23
11,41,0.16,818,5,1,10.44,2019-05-23
31,42,0.17,359,8,1,10.44,2019-05-23
21,43,0.12,207,7,1,10.44,2019-05-23
24,44,0.18,501,10,1,10.44,2019-05-23
4,45,0.16,851,10,1,10.44,2019-05-23
2,46,0.13,927,5,1,10.44,2019-05-23
5,47,0.18,564,9,1,10.44,2019-05-23
15,48,0.24,495,2,1,10.44,2019-05-23
5,49,0.13,276,9,1,10.44,2019-05-23
11,50,0.18,626,5,1,10.44,2019-05-23
8,51,0.12,702,2,1,10.44,2019-05-23
2,52,0.21,79,7,1,10.44,2019-05-23
32,53,0.16,148,8,1,10.44,2019-05-23
20,54,0.19,328,4,1,10.44,2019-05-23
9,55,0.25,848,6,1,10.44,2019-05-23
2,56,0.19,863,10,1,10.44,2019-05-23
23,57,0.21,558,1,1,10.44,2019-05-23
24,58,0.08,213,6,1,10.44,2019-05-23
21,59,0.19,820,3,1,10.44,2019-05-23
1,60,0.22,807,10,1,10.44,2019-05-23
12,61,0.19,84,3,1,10.44,2019-05-23
20,62,0.13,238,9,1,10.44,2019-05-23
65,63,0.2,455,5,1,10.44,2019-05-23
3,64,0.18,479,9,1,10.44,2019-05-23
22,65,0.11,440,3,1,10.44,2019-05-23
16,66,0.15,822,7,1,10.44,2019-05-23
29,67,0.14,258,10,1,10.44,2019-05-23
30,68,0.18,181,2,1,10.44,2019-05-23
9,69,0.15,732,10,1,10.44,2019-05-23
20,70,0.16,972,7,1,10.44,2019-05-23
23,71,0.14,968,8,1,10.44,2019-05-23
9,72,0.1,77,6,1,10.44,2019-05-23
17,73,0.16,261,10,1,10.44,2019-05-23
9,74,0.17,541,6,1,10.44,2019-05-23
24,75,0.19,456,9,1,10.44,2019-05-23
30,76,0.19,105,3,1,10.44,2019-05-23
28,77,0.12,971,3,1,10.44,2019-05-23
19,78,0.18,946,9,1,10.44,2019-05-23
13,79,0.22,668,3,1,10.44,2019-05-23
33,80,0.1,143,5,1,10.44,2019-05-23
13,81,0.17,134,1,1,10.44,2019-05-23
8,82,0.2,353,3,1,10.44,2019-05-23
25,83,0.15,95,7,1,10.44,2019-05-23
22,84,0.13,271,1,1,10.44,2019-05-23
2,85,0.17,483,8,1,10.44,2019-05-23
7,86,0.08,226,6,1,10.44,2019-05-23
6,87,0.14,475,10,1,10.44,2019-05-23
41,88,0.2,451,3,1,10.44,2019-05-23
31,89,0.16,318,10,1,10.44,2019-05-23
12,90,0.17,592,5,1,10.44,2019-05-23
3,91,0.11,218,6,1,10.44,2019-05-23
2,92,0.17,631,8,1,10.44,2019-05-23
9,93,0.15,600,9,1,10.44,2019-05-23
2,94,0.18,383,6,1,10.44,2019-05-23
18,95,0.15,389,10,1,10.44,2019-05-23
7,96,0.15,510,8,1,10.44,2019-05-23
24,97,0.13,908,3,1,10.44,2019-05-23
4,98,0.13,304,8,1,10.44,2019-05-23
9,99,0.07,681,3,1,10.44,2019-05-23
18,100,0.18,511,9,1,10.44,2019-05-23
22,1,0.12,939,9,1,12.53,2019-05-24
38,2,0.2,922,3,1,12.53,2019-05-24
22,3,0.18,484,3,1,12.53,2019-05-24
9,4,0.17,419,3,1,12.53,2019-05-24
13,5,0.14,359,2,1,12.53,2019-05-24
38,6,0.09,962,8,1,12.53,2019-05-24
57,7,0.13,703,2,1,12.53,2019-05-24
15,8,0.16,58,1,1,12.53,2019-05-24
10,9,0.13,969,7,1,12.53,2019-05-24
21,10,0.15,431,3,1,12.53,2019-05-24
11,11,0.15,813,3,1,12.53,2019-05-24
18,12,0.13,589,5,1,12.53,2019-05-24
18,13,0.18,999,9,1,12.53,2019-05-24
31,14,0.17,166,6,1,12.53,2019-05-24
29,15,0.14,156,5,1,12.53,2019-05-24
48,16,0.08,798,9,1,12.53,2019-05-24
8,17,0.14,343,6,1,12.53,2019-05-24
15,18,0.11,134,3,1,12.53,2019-05-24
13,19,0.13,616,2,1,12.53,2019-05-24
32,20,0.21,282,6,1,12.53,2019-05-24
28,21,0.13,735,7,1,12.53,2019-05-24
40,22,0.09,483,1,1,12.53,2019-05-24
8,23,0.15,88,3,1,12.53,2019-05-24
17,24,0.12,344,1,1,12.53,2019-05-24
18,25,0.13,348,5,1,12.53,2019-05-24
23,26,0.13,141,1,1,12.53,2019-05-24
18,27,0.21,823,3,1,12.53,2019-05-24
13,28,0.13,251,6,1,12.53,2019-05-24
13,29,0.17,705,9,1,12.53,2019-05-24
33,30,0.17,642,9,1,12.53,2019-05-24
29,31,0.14,813,3,1,12.53,2019-05-24
5,32,0.22,267,9,1,12.53,2019-05-24
12,33,0.14,812,3,1,12.53,2019-05-24
13,34,0.11,208,1,1,12.53,2019-05-24
12,35,0.14,732,6,1,12.53,2019-05-24
2,36,0.21,606,9,1,12.53,2019-05-24
7,37,0.1,360,6,1,12.53,2019-05-24
28,38,0.17,352,3,1,12.53,2019-05-24
9,39,0.17,575,4,1,12.53,2019-05-24
21,40,0.14,215,4,1,12.53,2019-05-24
13,41,0.16,837,7,1,12.53,2019-05-24
21,42,0.14,384,4,1,12.53,2019-05-24
14,43,0.16,182,2,1,12.53,2019-05-24
16,44,0.15,519,3,1,12.53,2019-05-24
12,45,0.17,869,4,1,12.53,2019-05-24
3,46,0.12,972,10,1,12.53,2019-05-24
4,47,0.15,513,9,1,12.53,2019-05-24
17,48,0.13,483,5,1,12.53,2019-05-24
11,49,0.17,257,2,1,12.53,2019-05-24
13,50,0.12,638,2,1,12.53,2019-05-24
9,51,0.12,716,7,1,12.53,2019-05-24
1,52,0.15,98,6,1,12.53,2019-05-24
46,53,0.17,146,6,1,12.53,2019-05-24
8,54,0.24,349,2,1,12.53,2019-05-24
26,55,0.12,867,2,1,12.53,2019-05-24
8,56,0.18,902,5,1,12.53,2019-05-24
22,57,0.16,564,3,1,12.53,2019-05-24
39,58,0.19,200,2,1,12.53,2019-05-24
10,59,0.12,784,2,1,12.53,2019-05-24
11,60,0.15,848,1,1,12.53,2019-05-24
22,61,0.12,83,8,1,12.53,2019-05-24
18,62,0.17,250,9,1,12.53,2019-05-24
56,63,0.2,512,3,1,12.53,2019-05-24
4,64,0.2,480,6,1,12.53,2019-05-24
7,65,0.19,507,5,1,12.53,2019-05-24
14,66,0.18,865,3,1,12.53,2019-05-24
15,67,0.14,252,4,1,12.53,2019-05-24
83,68,0.19,203,9,1,12.53,2019-05-24
10,69,0.18,770,6,1,12.53,2019-05-24
22,70,0.19,908,8,1,12.53,2019-05-24
24,71,0.14,1006,7,1,12.53,2019-05-24
12,72,0.18,59,2,1,12.53,2019-05-24
1,73,0.22,312,1,1,12.53,2019-05-24
7,74,0.18,608,8,1,12.53,2019-05-24
18,75,0.17,466,6,1,12.53,2019-05-24
34,76,0.17,95,1,1,12.53,2019-05-24
48,77,0.19,899,7,1,12.53,2019-05-24
33,78,0.18,894,8,1,12.53,2019-05-24
3,79,0.14,676,9,1,12.53,2019-05-24
30,80,0.15,136,2,1,12.53,2019-05-24
5,81,0.14,180,1,1,12.53,2019-05-24
9,82,0.2,330,6,1,12.53,2019-05-24
4,83,0.21,99,9,1,12.53,2019-05-24
22,84,0.23,288,4,1,12.53,2019-05-24
6,85,0.16,438,2,1,12.53,2019-05-24
10,86,0.19,210,4,1,12.53,2019-05-24
9,87,0.17,460,1,1,12.53,2019-05-24
26,88,0.19,426,1,1,12.53,2019-05-24
31,89,0.15,289,6,1,12.53,2019-05-24
16,90,0.17,641,5,1,12.53,2019-05-24
7,91,0.14,235,8,1,12.53,2019-05-24
6,92,0.15,655,1,1,12.53,2019-05-24
12,93,0.11,553,1,1,12.53,2019-05-24
3,94,0.21,356,7,1,12.53,2019-05-24
20,95,0.15,363,8,1,12.53,2019-05-24
13,96,0.14,503,3,1,12.53,2019-05-24
41,97,0.17,876,8,1,12.53,2019-05-24
6,98,0.15,306,7,1,12.53,2019-05-24
13,99,0.15,686,6,1,12.53,2019-05-24
21,100,0.19,476,8,1,12.53,2019-05-24
0,1,0.13,1022,3,1,14.66,2019-05-25
41,2,0.17,920,10,1,14.66,2019-05-25
11,3,0.2,483,6,1,14.66,2019-05-25
19,4,0.15,383,9,1,14.66,2019-05-25
7,5,0.13,380,7,1,14.66,2019-05-25
23,6,0.19,977,9,1,14.66,2019-05-25
44,7,0.16,757,2,1,14.66,2019-05-25
24,8,0.11,61,10,1,14.66,2019-05-25
10,9,0.18,992,8,1,14.66,2019-05-25
23,10,0.11,441,1,1,14.66,2019-05-25
9,11,0.12,868,3,1,14.66,2019-05-25
20,12,0.09,606,10,1,14.66,2019-05-25
25,13,0.16,978,4,1,14.66,2019-05-25
18,14,0.17,190,1,1,14.66,2019-05-25
32,15,0.14,177,7,1,14.66,2019-05-25
37,16,0.13,791,6,1,14.66,2019-05-25
3,17,0.2,317,7,1,14.66,2019-05-25
34,18,0.21,117,6,1,14.66,2019-05-25
17,19,0.18,667,5,1,14.66,2019-05-25
26,20,0.14,290,3,1,14.66,2019-05-25
31,21,0.13,757,10,1,14.66,2019-05-25
35,22,0.14,502,4,1,14.66,2019-05-25
1,23,0.17,82,10,1,14.66,2019-05-25
13,24,0.14,354,3,1,14.66,2019-05-25
13,25,0.13,387,5,1,14.66,2019-05-25
38,26,0.08,155,7,1,14.66,2019-05-25
15,27,0.24,874,6,1,14.66,2019-05-25
23,28,0.2,214,5,1,14.66,2019-05-25
4,29,0.14,678,2,1,14.66,2019-05-25
34,30,0.2,602,1,1,14.66,2019-05-25
40,31,0.09,823,5,1,14.66,2019-05-25
5,32,0.14,277,9,1,14.66,2019-05-25
18,33,0.15,774,10,1,14.66,2019-05-25
33,34,0.16,191,8,1,14.66,2019-05-25
13,35,0.13,755,4,1,14.66,2019-05-25
15,36,0.11,686,8,1,14.66,2019-05-25
19,37,0.17,334,2,1,14.66,2019-05-25
49,38,0.12,295,3,1,14.66,2019-05-25
4,39,0.15,579,8,1,14.66,2019-05-25
20,40,0.17,218,1,1,14.66,2019-05-25
18,41,0.16,803,10,1,14.66,2019-05-25
22,42,0.15,394,6,1,14.66,2019-05-25
30,43,0.2,151,9,1,14.66,2019-05-25
21,44,0.15,518,6,1,14.66,2019-05-25
2,45,0.13,908,10,1,14.66,2019-05-25
5,46,0.15,978,7,1,14.66,2019-05-25
9,47,0.16,526,6,1,14.66,2019-05-25
10,48,0.19,459,2,1,14.66,2019-05-25
11,49,0.16,259,3,1,14.66,2019-05-25
6,50,0.15,630,8,1,14.66,2019-05-25
3,51,0.25,697,3,1,14.66,2019-05-25
0,52,0.22,94,8,1,14.66,2019-05-25
50,53,0.13,151,7,1,14.66,2019-05-25
32,54,0.12,318,8,1,14.66,2019-05-25
17,55,0.21,942,8,1,14.66,2019-05-25
3,56,0.11,834,9,1,14.66,2019-05-25
27,57,0.14,585,6,1,14.66,2019-05-25
33,58,0.19,208,3,1,14.66,2019-05-25
19,59,0.19,823,8,1,14.66,2019-05-25
14,60,0.13,863,1,1,14.66,2019-05-25
15,61,0.17,74,8,1,14.66,2019-05-25
11,62,0.22,241,6,1,14.66,2019-05-25
68,63,0.13,494,9,1,14.66,2019-05-25
6,64,0.21,514,4,1,14.66,2019-05-25
12,65,0.13,489,6,1,14.66,2019-05-25
17,66,0.16,865,7,1,14.66,2019-05-25
19,67,0.1,242,4,1,14.66,2019-05-25
61,68,0.13,184,5,1,14.66,2019-05-25
10,69,0.19,773,10,1,14.66,2019-05-25
22,70,0.19,971,6,1,14.66,2019-05-25
23,71,0.18,956,2,1,14.66,2019-05-25
9,72,0.21,75,1,1,14.66,2019-05-25
12,73,0.09,300,5,1,14.66,2019-05-25
9,74,0.13,578,8,1,14.66,2019-05-25
19,75,0.13,442,7,1,14.66,2019-05-25
9,76,0.12,110,7,1,14.66,2019-05-25
28,77,0.15,965,4,1,14.66,2019-05-25
19,78,0.14,919,7,1,14.66,2019-05-25
7,79,0.18,703,6,1,14.66,2019-05-25
44,80,0.1,155,2,1,14.66,2019-05-25
12,81,0.11,150,5,1,14.66,2019-05-25
13,82,0.11,349,6,1,14.66,2019-05-25
35,83,0.14,96,5,1,14.66,2019-05-25
23,84,0.18,270,1,1,14.66,2019-05-25
4,85,0.12,508,3,1,14.66,2019-05-25
12,86,0.23,197,1,1,14.66,2019-05-25
6,87,0.16,514,10,1,14.66,2019-05-25
37,88,0.14,451,5,1,14.66,2019-05-25
28,89,0.17,306,6,1,14.66,2019-05-25
9,90,0.18,637,10,1,14.66,2019-05-25
7,91,0.12,230,6,1,14.66,2019-05-25
3,92,0.17,648,7,1,14.66,2019-05-25
15,93,0.17,525,7,1,14.66,2019-05-25
3,94,0.11,382,8,1,14.66,2019-05-25
20,95,0.15,379,7,1,14.66,2019-05-25
12,96,0.17,503,6,1,14.66,2019-05-25
31,97,0.21,983,9,1,14.66,2019-05-25
8,98,0.15,288,4,1,14.66,2019-05-25
21,99,0.19,643,4,1,14.66,2019-05-25
18,100,0.18,492,2,1,14.66,2019-05-25
14,1,0.21,978,5,0,7.77,2019-05-26
15,2,0.14,873,4,0,7.77,2019-05-26
29,3,0.18,480,8,0,7.77,2019-05-26
6,4,0.19,403,1,0,7.77,2019-05-26
24,5,0.15,402,2,0,7.77,2019-05-26
23,6,0.17,935,10,0,7.77,2019-05-26
54,7,0.18,743,10,0,7.77,2019-05-26
20,8,0.12,61,6,0,7.77,2019-05-26
12,9,0.1,956,7,0,7.77,2019-05-26
31,10,0.18,410,4,0,7.77,2019-05-26
8,11,0.18,890,4,0,7.77,2019-05-26
7,12,0.09,601,6,0,7.77,2019-05-26
45,13,0.2,1030,6,0,7.77,2019-05-26
13,14,0.13,201,9,0,7.77,2019-05-26
13,15,0.17,170,7,0,7.77,2019-05-26
23,16,0.2,763,3,0,7.77,2019-05-26
5,17,0.09,303,9,0,7.77,2019-05-26
26,18,0.09,113,6,0,7.77,2019-05-26
9,19,0.19,625,3,0,7.77,2019-05-26
17,20,0.17,301,2,0,7.77,2019-05-26
20,21,0.16,672,3,0,7.77,2019-05-26
30,22,0.17,491,5,0,7.77,2019-05-26
11,23,0.16,80,6,0,7.77,2019-05-26
19,24,0.12,350,2,0,7.77,2019-05-26
9,25,0.17,390,6,0,7.77,2019-05-26
22,26,0.15,150,5,0,7.77,2019-05-26
18,27,0.17,796,7,0,7.77,2019-05-26
21,28,0.16,215,2,0,7.77,2019-05-26
7,29,0.21,741,7,0,7.77,2019-05-26
21,30,0.1,674,9,0,7.77,2019-05-26
28,31,0.17,862,1,0,7.77,2019-05-26
18,32,0.13,319,1,0,7.77,2019-05-26
7,33,0.12,808,3,0,7.77,2019-05-26
6,34,0.08,207,4,0,7.77,2019-05-26
10,35,0.18,753,7,0,7.77,2019-05-26
13,36,0.11,691,5,0,7.77,2019-05-26
19,37,0.18,359,9,0,7.77,2019-05-26
61,38,0.07,308,6,0,7.77,2019-05-26
13,39,0.13,577,10,0,7.77,2019-05-26
23,40,0.19,207,9,0,7.77,2019-05-26
11,41,0.23,783,8,0,7.77,2019-05-26
16,42,0.11,392,4,0,7.77,2019-05-26
12,43,0.18,166,1,0,7.77,2019-05-26
7,44,0.24,470,2,0,7.77,2019-05-26
20,45,0.17,907,5,0,7.77,2019-05-26
4,46,0.14,944,7,0,7.77,2019-05-26
20,47,0.15,528,2,0,7.77,2019-05-26
13,48,0.18,499,6,0,7.77,2019-05-26
13,49,0.14,278,9,0,7.77,2019-05-26
20,50,0.16,664,8,0,7.77,2019-05-26
6,51,0.16,697,10,0,7.77,2019-05-26
2,52,0.18,103,3,0,7.77,2019-05-26
104,53,0.19,174,4,0,7.77,2019-05-26
5,54,0.23,363,9,0,7.77,2019-05-26
29,55,0.15,858,3,0,7.77,2019-05-26
